Landblock Hex	Landblock Dec	Dungeon Name	Drop Loc	Wiki Link	WeenieClassId	WeenieDesc	aceObjectId	Portal Name	Portal Loc	Portal Coordinates	Portal Restrictions	NPC Name	Gem Name	Gateway	Notes	Spreadsheet Info
5770	22384	Frozen Refuge	0x5770015b 20.743799209595 -49.888301849365 0.0049999998882413 0.70692902803421 0 0 0.70728498697281	5770												
5771	22385	Venerable Mausoleum	0x577103e3 170.02200317383 -279.97900390625 0.0049999998882413 1 0 0 0	5771												
5772	22386	Olthoi Brood Hive (20+)	0x57720431 130 -110 0.0049999998882413 1 0 0 0	5772												
5773	22387	Olthoi Brood Hive (20+)	0x57730431 130 -110 0.0049999998882413 1 0 0 0	5773												
5774	22388	Secret Putiputi Place (Part 1)	0x57740112 0.92816197872162 -0.85630798339844 6.0050001144409 -0.32328999042511 0 0 0.94630002975464	5774												
5774	22388	Secret Putiputi Place (Part 2)	0x577401ed 230 -40 6.0050001144409 0.40848699212074 0 0 0.91276401281357	5774												
5775	22389	Secret Putiputi Place (Part 3)	0x57750270 19.369499206543 -40.534099578857 0.0049999998882413 0.38590601086617 0 0 0.92253798246384	5775												
5776	22390	Secret Putiputi Place (Part 4)	0x577601ac 10.944000244141 -95.48999786377 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	5776												
5777	22391	Falcon Clan Training Camp	0x5777040d 241.89999389648 0.19006100296974 0.0049999998882413 -0.69986301660538 0 0 -0.71427702903748	5777												
5778	22392	Serpent Clan Training Camp	0x5778030a 11.116200447083 -80.073997497559 6.0050001144409 0.64474701881409 0 0 -0.76439601182938	5778												
5779	22393	Shreth Clan Training Camp	0x577902e3 70 -90 -5.9949998855591 0.36235699057579 0 0 -0.93203902244568	5779												
577A	22394	Reedshark Clan Training Camp	0x577a036c 140 -200 0.0049999998882413 1 0 0 0	577A												
5843	22595	Fire Guardian Lair	0x5843014a 47.953098297119 -2.3664100170135 6.0050001144409 0.045780200511217 0 0 0.99895197153091	5843												
5844	22596	Proving Grounds Mid (Stage 1)	0x584401a1 30 -130 0.0049999998882413 1 0 0 0	5844												
5844	22596	Proving Grounds Mid (Stage 2)	0x584401a6 40 -184 0.054999999701977 0 0 0 -1	5844												
5844	22596	Proving Grounds Mid (Stage 3)	0x584401da 110 -130 0.0049999998882413 1 0 0 0	5844												
5844	22596	Proving Grounds Mid (Stage 4)	0x584401f4 20.033800125122 -33.200099945068 6.7113299369812 -0.9998340010643 0 0 0.018193999305367	5844												
5845	22597	Fiery Consumption	0x58450147 80 -101.85900115967 0.0049999998882413 1 0 0 0	5845												
5846	22598	Acid Ziggurat	0x58460104 20 -20 0.0049999998882413 0.25777998566628 0 0 -0.96620398759842	5846	21399	portalacidziggurat	2075942914		0xBBC60007 18.2197 151.58 59.937 0.0350857 0 0 0.999384							
5848	22600	Tusker Freehold	0x58480128 77.967102050781 -28.553899765015 0.0049999998882413 1 0 0 0	5848												
5849	22601	Tusker Assault	0x584902c8 100 -90 0.0049999998882413 0.020795000717044 0 0 0.99978399276733	5849												
584B	22603	Olthoi Brood Hive (80+)	0x584b04f1 65.637603759766 -11.557800292969 0.0049999998882413 0.95196402072906 0 0 0.30621099472046	584B												
584C	22604	Olthoi Brood Hive (80+)	0x584c04f1 65.637603759766 -11.557800292969 0.0049999998882413 0.95196402072906 0 0 0.30621099472046	584C												
584D	22605	Frigid Grotto	0x584d035a 140 -120 6.0050001144409 1 0 0 0	584D												
584E	22606	Serpent Burial Grounds	584E025C 129.98 -246.16 0.00 1.00 0.00 0.00 -0.02	584E												
584F	22607	Nanjou Prison	0x584f0102 140 -110 -12.542300224304 0.70239800214767 0 0 0.7117840051651	584F												
5850	22608	Prismatic Guardian Lair	0x5850014a 47.953098297119 -2.3664100170135 6.0050001144409 0.045780200511217 0 0 0.99895197153091	5850												
5851	22609	Prismatic Ziggurat	0x58510104 20 -20 0.0049999998882413 0.25777998566628 0 0 -0.96620398759842	5851												
5852	22610	Proving Grounds Uber (Stage 1)	0x585201a1 29.854900360107 -130.51600646973 0.0049999998882413 0.99959599971771 0 0 -0.028434200212359	5852												
5852	22610	Proving Grounds Uber (Stage 2)	0x585201a6 40 -184 0.054999999701977 0 0 0 -1	5852												
5852	22610	Proving Grounds Uber (Stage 3)	0x585201da 110.06199645996 -131.85000610352 0.0049999998882413 1 0 0 0	5852												
5852	22610	Proving Grounds Uber (Stage 4)	0x585201f4 20.033800125122 -33.200099945068 6.7113299369812 -0.9998340010643 0 0 0.018193999305367	5852												
5853	22611	Prismatic Devastation	0x58530109 20.000000 -10.000000 0.005000 1.000000 0.000000 0.000000 0.000000	5853												
5854	22612	Gaerlan's Inner Sanctum (Entrance 1)	0x58540106 9.9348096847534 -20.00659942627 18.004999160767 -0.6920440196991 0 0 -0.72185498476028	5854												
5854	22612	Gaerlan's Inner Sanctum (Entrance 2)	0x5854010b 10 -40 18.004999160767 1 0 0 0	5854												
5854	22612	Gaerlan's Inner Sanctum (Entrance 3)	0x5854010e 30 -20 18.004999160767 0.71442097425461 0 0 -0.69971597194672	5854												
5854	22612	Gaerlan's Inner Sanctum (Entrance 4)	0x58540113 30 -40.276000976562 18.004999160767 1 0 0 0	5854												
5856	22614	Foundry of Izexi	0x585604ea 53.302398681641 -316.29800415039 2.0662000179291 0.74812197685242 0 0 0.66356098651886	5856				Foundry of Izexi		19.4S 6.7E	NS NR NT LR200					
585E	22622	Falatacot Depot	0x585e0101 0 -40 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	585E												
5860	22624	Colton Reeyan's Sanctuary	0x58600196 120 -155.80000305176 0.0049999998882413 1 0 0 0	5860	47840		1964621824	Colton Reeyan's Sanctuary	0x519C0009 26.1896 19.4786 0.301933 0.973678 0 0 0.227926							
5861	22625	Crystal Core	0x58610166 70 -220 0.0049999998882413 1 0 0 0	5861	48719		2045952000	Crystal Core	0x9F2C002A 140.288 31.6523 158.99 -0.0664008 0 0 -0.997793							
5862	22626	Count Phainor's Tomb	0x58620391 240 -390 0.10000000149012 1 0 0 0	5862	48778		1954734180	Count Phainor's Tomb	0x482E0131 78.187 36.634 3.592 -0.707107 0 0 -0.707107							
5863	22627	Desert Dwelling	0x58630257 181.61999511719 -80.046997070312 21.510999679565 0.70710700750351 0 0 -0.70710700750351	5863	48823		2022068257	Desert Dwelling	0x8865003A 187.636 39.858 7.82102 1 0 0 0							
5864	22628	Samurai Hausu	0x586401f7 140 -14.809000015259 0.10000000149012 1 0 0 0	5864												
5865	22629	Fiery Alcove	0x586503b9 320 -350 0.0099999997764826 1 0 0 0	5865												
5865	22629	Stinging Corner	0x586502cf 40 -140 0.0099999997764826 1 0 0 0	5865												
5866	22630	Four Corners Rewards Room	0x5866010e 24.849000930786 -32.22200012207 0.050000000745058 1 0 0 0	5866												
5866	22630	Lair of the Magus	0x58660112 24.92200088501 -125.39499664307 0.050000000745058 1 0 0 0	5866												
5866	22630	Sanctuary of the Recluse	0x586601d1 314.99600219727 -222.03700256348 0.050000000745058 1 0 0 0	5866												
5867	22631	Virinid Edifice	0x5867026b 180 -160 0.0099999997764826 1 0 0 0	5867												
5868	22632	Chiming Portal	0x58680250 130 -80 14.710900306702 1 0 0 0	5868												
5869	22633	West Fork Dam Hive	0x5869026b 120 -90 0.050000000745058 -0.70710700750351 0 0 -0.70710700750351	5869												
586A	22634	Western Royal Hive (Entrance)	0x586a0148 280 -260 0.050000000745058 1 0 0 0	586A												
586A	22634	Western Royal Hive (Grub Test)	0x586a011d 60 -190 0.050000000745058 -0.70710700750351 0 0 -0.70710700750351	586A												
586A	22634	Western Royal Hive (Origins Test)	0x586a01aa 540 -190 0.050000000745058 0.70710700750351 0 0 -0.70710700750351	586A												
586A	22634	Western Royal Hive (Virindi Test)	0x586a0157 300 -40 0.050000000745058 1 0 0 0	586A												
586B	22635	Queen's Chamber	0x586b012f 219.910 -159.074 -53.055 0 0 1 0	586B												
586B	22635	Queen's Quarters	0x586b02fc 237.89100646973 -298.01599121094 0.050000000745058 -0.95371699333191 0 0 -0.30070599913597	586B												
586B	22635	Queen's Treasury	0x586b0106 210 -10 -59.915000915527 0 0 0 -1	586B												
586C	22636	Masked Preface	0x586c01d3 124.96499633789 -30 -35.799999237061 1 0 0 0	586C												
586C	22636	Masked Preface Rewards Room	0x586c0406 190 -390 0.050000000745058 1 0 0 0	586C												
586D	22637	Hive Eviscerator Burrow	0x586d03e2 90 -200 0.050000000745058 1 0 0 0	586D												
586E	22638	Hive Warrior Mound	0x586e041e 70 -45.029998779297 0.050000000745058 1 0 0 0	586E												
586F	22639	Tusker Den	586F029B 259.85 -170.51 0.00 -1.00 0.00 0.00 0.02	586F												
5870	22640	Curator of Torment's Study	0x587002fa 220 -100 0.050000000745058 1 0 0 0	5870	51402		1960951808	Curator of Torment's Study	0x4E1C001E 82.6917 140.167 38.828 0.913437 0 0 0.40698							
5870	22640	Curator of Torment's Study (Private Chamber)	0x5870010c 20 -64.057998657227 -11.954999923706 1 0 0 0	5870												
5871	22641	Seed of Hatred	0x58710202 180 -130 0.050000000745058 0 0 0 -1	5871												
5872	22642	Seed of Misery	0x58720120 20 -150 0.050000000745058 1 0 0 0	5872												
5873	22643	Seed of Anger	0x5873019e 140 -110 12 0 0 0 -1	5873												
5874	22644	Rynthid Crystal Access (Entrance)	0x58740109 180 -200.04499816895 -11.89999961853 1 0 0 0	5874												
5874	22644	Rynthid Crystal Access (Puzzle Failure Drop)	0x587401e1 180 -75.197998046875 0.050000000745058 1 0 0 0	5874												
5875	22645	Rynthid Genesis	0x58750294 180 -110 6.5 1 0 0 0	5875												
5875	22645	Rynthid Genesis Treasury	0x5875025c 518.30297851562 -174.7440032959 0.050000000745058 0.70710700750351 0 0 -0.70710700750351	5875												
5876	22646	Rynthid Foundry	0x58760207 220 -130 6.0500001907349 0.71442401409149 0 0 -0.69971299171448	5876												
5877	22647	Fear Factory	0x587701f7 176.06199645996 -114.65799713135 0.050000000745058 0.70710700750351 0 0 -0.70710700750351	5877												
5878	22648	Spirited Halls (Acid Boss Room)	0x58780204 280 -260 -35.950000762939 1 0 0 0	5878												
5878	22648	Spirited Halls (Annex Crystal Room)	0x58780158 300.915466 -328.690491 -59.994999 0.930508 0.000000 0.000000 -0.366272	5878												
5878	22648	Spirited Halls (Fire Boss Room)	0x587802ef 130 -470 0.050000000745058 1 0 0 0	5878												
5878	22648	Spirited Halls (Frost Boss Room)	0x58780285 130 -40 -17.950000762939 1 0 0 0	5878												
5878	22648	Spirited Halls (Lightning Boss Room)	0x5878014f 170 -350 -59.950000762939 1 0 0 0	5878												
5878	22648	Spirited Halls (Part 1)	0x5878014a 170 -240 -59.900001525879 -0.70710700750351 0 0 -0.70710700750351	5878												
5878	22648	Spirited Halls (Part 2)	0x5878029f 130 -350 -17.89999961853 1 0 0 0	5878												
5878	22648	Spirited Halls (Part 3)	0x58780206 290 -20 -35.900001525879 0 0 0 -1	5878												
5878	22648	Spirited Halls (Part 4)	0x5878030e 260 -501.76501464844 0.050000000745058 1 0 0 0	5878												
5879	22649	Path of Rage	0x5879052a 130 -111.71399688721 0.050000000745058 1 0 0 0	5879												
5879	22649	Path of Sorrow	0x58790255 180 -220 -29.89999961853 1 0 0 0	5879												
5879	22649	Path of Torment	0x587903ea 229.98699951172 -121.55799865723 -17.834499359131 1 0 0 0	5879												
587A	22650	Rynthid Training Facility (Entrance)	0x587a017d 340 -180 0.050000000745058 -0.70710700750351 0 0 -0.70710700750351	587A												
587A	22650	Rynthid Training Facility (Mite Test)	0x587a01f6 510 -65.196998596191 0.050000000745058 1 0 0 0	587A												
587A	22650	Rynthid Training Facility (Training Dummy Test)	0x587a0183 390 -310 0.050000000745058 0.70710700750351 0 0 -0.70710700750351	587A												
5943	22851	Acid Guardian Lair	0x5943014a 47.953098297119 -2.3664100170135 6.0050001144409 0.045780200511217 0 0 0.99895197153091	5943	21414	portalgaerlanguardianacid	1915064349		0x22590023 106.478 61.4156 1.05497 0.0668974 0 0 -0.99776							
5944	22852	Proving Grounds High (Stage 1)	0x594401a1 29.665000915527 -130.69599914551 0.0049999998882413 -0.99951297044754 0 0 0.031198300421238	5944												
5944	22852	Proving Grounds High (Stage 2)	0x594401a6 40 -184 0.054999999701977 0 0 0 -1	5944												
5944	22852	Proving Grounds High (Stage 3)	0x594401da 110 -130 0.0049999998882413 1 0 0 0	5944												
5944	22852	Proving Grounds High (Stage 4)	0x594401f4 20.033800125122 -33.200099945068 6.7113299369812 -0.9998340010643 0 0 0.018193999305367	5944												
5945	22853	Entropic Decay	0x59450147 80.002197265625 -101.89800262451 0.0049999998882413 1 0 0 0	5945	21408	portalentropicdecay	1969565714	Entropic Decay	0x565301A7 27.403 -6.763 47.937 -0.999995 0 0 -0.0033248							
5946	22854	Fire Ziggurat	0x59460104 20 -20 0.0049999998882413 0.25777998566628 0 0 -0.96620398759842	5946												
5948	22856	Tusker Armory	0x594801ab 40 -170 0.0049999998882413 0.71442097425461 0 0 -0.69971597194672	5948												
5949	22857	Tusker Lacuna	0x5949029e 90.221603393555 -136.36199951172 12.005000114441 1 0 0 0	5949												
594A	22858	Chapel of Mowen	0x594a0148 60 -181.55499267578 0.0049999998882413 1 0 0 0	594A												
594B	22859	Aerbax's Holding	594B012B 140.00 -0.79 0.00 -0.00 0.00 0.00 -1.00	594B												
594C	22860	Gerent's Compound	0x594c0143 50 -10 -5.9949998855591 0 0 0 -1	594C												
594D	22861	Ancient Temple	0x594d03e2 60 -50 0.0049999998882413 1 0 0 0	594D												
594E	22862	Deep Caves	0x594e0670 120 -170 -11.994999885559 1 0 0 0	594E	45799		2023116820	Deep Caves	0x8965002D 142.782 110.278 4.74717 -0.847951 0 0 -0.530075							
594E	22862	Temple Trial	0x594e0686 130.01400756836 -246.36199951172 0.0049999998882413 1 0 0 0	594E												
594F	22863	Frozen Fortress	0x594f02c2 140 -156.95100402832 0.0049999998882413 1 0 0 0	594F												
594F	22863	Laboratory (Frozen Fortress)	0x594f0277 80 -120 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	594F												
594F	22863	Testing Grounds	0x594f031e 220 -120 0.0049999998882413 0 0 0 -1	594F												
5950	22864	Frozen Fortress (Mirror)	0x595002c2 140 -156.95100402832 0.0049999998882413 1 0 0 0	5950												
5950	22864	Laboratory (Frozen Fortress) (Mirror)	0x59500277 80 -120 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	5950												
5950	22864	Testing Grounds (Mirror)	0x5950031e 220 -120 0.0049999998882413 0 0 0 -1	5950												
5951	22865	Presk's Bunker	0x59510139 190 -220 0.050000000745058 0.93050700426102 0 0 -0.36627399921417	5951												
5951	22865	Presk's Treasury	0x5951010f 70 -100 0.050000000745058 1 0 0 0	5951												
5952	22866	Bah'Ktar's Chamber	0x595201f3 30 -139.89100646973 0.050000000745058 1 0 0 0	5952												
5952	22866	Bah'Ktar's Tower	0x59520258 210 -370 0.050000000745058 1 0 0 0	5952												
5953	22867	Rynthid Training Facility (Assessment Chamber)	0x59530182 310 -120 0.050000000745058 1 0 0 0	5953												
5953	22867	Rynthid Training Facility (Platform Jumping Test)	0x59530135 120 -10 0.050000000745058 0.70710700750351 0 0 -0.70710700750351	5953												
5953	22867	Rynthid Training Facility (Portal Jumping Test)	0x59530113 20 -20 0.050000000745058 1 0 0 0	5953												
5953	22867	Rynthid Training Facility (Rock Jumping Test)	0x59530167 200 -17.204000473022 0.050000000745058 0 0 0 -1	5953												
5953	22867	Rynthid Training Facility (Rock/Portal Jumping Test)	0x59530179 290 -40 0.050000000745058 1 0 0 0	5953												
5954	22868	Catacombs of Torment	0x59540817 360 -170 0.0049999998882413 1 0 0 0	5954												
5954	22868	Inner Sanctum	0x59540144 30 -130 -41.994998931885 1 0 0 0	5954												
595E	22878	Charged Niche	0x595e02b4 400 -100 0.050000000745058 0 0 0 -1	595E												
595E	22878	Frozen Recess	0x595e020f 120 -130 0.0099999997764826 1 0 0 0	595E												
5960	22880	Gauntlet Antechamber (Celestial Hand)	0x59600116 80 -70 0.050000000745058 1 0 0 0	5960												
5960	22880	Gauntlet Room 1 (Celestial Hand)	0x59600108 20 -30 0.050000000745058 1 0 0 0	5960												
5960	22880	Gauntlet Room 2 (Celestial Hand)	0x5960010b 20 -100 0.050000000745058 1 0 0 0	5960												
5960	22880	Gauntlet Stage 5a (Celestial Hand)	0x5960011d 170 -20 0.0049999998882413 1 0 0 0	5960												
5960	22880	Gauntlet Stage 5b (Celestial Hand)	0x59600125 270 -20 0.0049999998882413 1 0 0 0	5960												
5961	22881	Gauntlet Antechamber (Celestial Hand 2)	0x59610116 80 -70 0.050000000745058 1 0 0 0	5961												
5961	22881	Gauntlet Room 1 (Celestial Hand 2)	0x59610108 20 -30 0.050000000745058 1 0 0 0	5961												
5961	22881	Gauntlet Room 2 (Celestial Hand 2)	0x5961010b 20 -100 0.050000000745058 1 0 0 0	5961												
5961	22881	Gauntlet Stage 5a (Celestial Hand 2)	0x5961011d 170 -20 0.0049999998882413 1 0 0 0	5961												
5961	22881	Gauntlet Stage 5b (Celestial Hand 2)	0x59610125 270 -20 0.0049999998882413 1 0 0 0	5961												
5962	22882	Gauntlet Antechamber (Eldritch Web)	0x59620116 80 -70 0.050000000745058 1 0 0 0	5962												
5962	22882	Gauntlet Room 1 (Eldritch Web)	0x59620108 20 -30 0.050000000745058 1 0 0 0	5962												
5962	22882	Gauntlet Room 2 (Eldritch Web)	0x5962010b 20 -100 0.050000000745058 1 0 0 0	5962												
5962	22882	Gauntlet Stage 5a (Eldritch Web)	0x5962011d 170 -20 0.0049999998882413 1 0 0 0	5962												
5962	22882	Gauntlet Stage 5b (Eldritch Web)	0x59620125 270 -20 0.0049999998882413 1 0 0 0	5962												
5963	22883	Gauntlet Antechamber (Eldritch Web 2)	0x59630116 80 -70 0.050000000745058 1 0 0 0	5963												
5963	22883	Gauntlet Room 1 (Eldritch Web 2)	0x59630108 20 -30 0.050000000745058 1 0 0 0	5963												
5963	22883	Gauntlet Room 2 (Eldritch Web 2)	0x5963010b 20 -100 0.050000000745058 1 0 0 0	5963												
5963	22883	Gauntlet Stage 5a (Eldritch Web 2)	0x5963011d 170 -20 0.0049999998882413 1 0 0 0	5963												
5963	22883	Gauntlet Stage 5b (Eldritch Web 2)	0x59630125 270 -20 0.0049999998882413 1 0 0 0	5963												
5964	22884	Gauntlet Antechamber (Radiant Blood)	0x59640116 80 -70 0.050000000745058 1 0 0 0	5964												
5964	22884	Gauntlet Room 1 (Radiant Blood)	0x5964010b 20 -100 0.050000000745058 1 0 0 0	5964												
5964	22884	Gauntlet Room 2 (Radiant Blood)	0x59640108 20 -30 0.050000000745058 1 0 0 0	5964												
5964	22884	Gauntlet Stage 5a (Radiant Blood)	0x5964011d 170 -20 0.0049999998882413 1 0 0 0	5964												
5964	22884	Gauntlet Stage 5b (Radiant Blood)	0x59640125 270 -20 0.0049999998882413 1 0 0 0	5964												
5965	22885	Gauntlet Antechamber (Radiant Blood 2)	0x59650116 80 -70 0.050000000745058 1 0 0 0	5965												
5965	22885	Gauntlet Room 1 (Radiant Blood 2)	0x59650108 20 -30 0.050000000745058 1 0 0 0	5965												
5965	22885	Gauntlet Room 2 (Radiant Blood 2)	0x5965010b 20 -100 0.050000000745058 1 0 0 0	5965												
5965	22885	Gauntlet Stage 5a (Radiant Blood 2)	0x5965011d 170 -20 0.0049999998882413 1 0 0 0	5965												
5965	22885	Gauntlet Stage 5b (Radiant Blood 2)	0x59650125 270 -20 0.0049999998882413 1 0 0 0	5965												
5966	22886	Viridian Root (Entrance 1)	0x59660106 94.496398925781 -247.52099609375 -5.9949998855591 1 0 0 0	5966												
5966	22886	Viridian Root (Entrance 2)	0x5966014f 20 -40 0.0049999998882413 1 0 0 0	5966												
5966	22886	Viridian Root (Entrance 3)	0x5966015d 20 -130 0.0049999998882413 1 0 0 0	5966												
5966	22886	Viridian Root (Entrance 4)	0x59660209 110 -20 0.0049999998882413 1 0 0 0	5966												
5966	22886	Viridian Root (Entrance 5)	0x59660221 110 -130 0.0049999998882413 1 0 0 0	5966												
5967	22887	Gromnus Champion (Celestial Hand)	0x59670104 13.005000114441 -70 0.050000000745058 -0.70710700750351 0 0 -0.70710700750351	5967												
5967	22887	Holcha (Celestial Hand)	0x59670110 80 -20 0.050000000745058 1 0 0 0	5967												
5967	22887	Tremb'Orh (Celestial Hand)	0x59670112 80 -130 0.0049999998882413 0 0 0 -1	5967												
5968	22888	Gromnus Champion (Eldrytch Web)	0x59680104 13.005000114441 -70 0.050000000745058 -0.70710700750351 0 0 -0.70710700750351	5968												
5968	22888	Holcha (Eldrytch Web)	0x59680110 80 -20 0.050000000745058 1 0 0 0	5968												
5968	22888	Tremb'Orh (Eldrytch Web)	0x59680112 80 -130 0.0049999998882413 0 0 0 -1	5968												
5969	22889	Gromnus Champion (Radiant Blood)	0x59690104 13.005000114441 -70 0.050000000745058 -0.70710700750351 0 0 -0.70710700750351	5969												
5969	22889	Holcha (Radiant Blood)	0x59690110 80 -20 0.050000000745058 1 0 0 0	5969												
5969	22889	Tremb'Orh (Radiant Blood)	0x59690112 80 -130 0.0049999998882413 0 0 0 -1	5969												
596A	22890	Fowl Basement	0x596a010c 40 -20 0.050000000745058 -0.70710700750351 0 0 -0.70710700750351	596A												
596B	22891	Gauntlet Lobby (Celestial Hand)	0x596b0118 130 -160 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	596B												
596B	22891	Gauntlet Lobby (Eldrytch Web)	0x596b0110 120 -80 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	596B												
596B	22891	Gauntlet Lobby (Radiant Blood)	0x596b010f 120 -10 0.0049999998882413 -0.70710700750351 0 0 -0.70710700750351	596B												
596B	22891	Temple of the Font	0x596b012c 9.9598703384399 -130.00500488281 6.0050001144409 1 0 0 0	596B												
5A43	23107	Lightning Guardian Lair	0x5a43014a 47.953098297119 -2.3664100170135 6.0050001144409 0.045780200511217 0 0 0.99895197153091	5A43												
5A44	23108	Proving Grounds Extreme (Stage 1)	0x5a4401a1 29.854900360107 -130.51600646973 0.0049999998882413 0.99959599971771 0 0 -0.028434200212359	5A44												
5A44	23108	Proving Grounds Extreme (Stage 2)	0x5a4401a6 40 -184 0.054999999701977 0 0 0 -1	5A44												
5A44	23108	Proving Grounds Extreme (Stage 3)	0x5a4401da 110.06199645996 -131.85000610352 0.0049999998882413 1 0 0 0	5A44												
5A44	23108	Proving Grounds Extreme (Stage 4)	0x5a4401f4 20.033800125122 -33.200099945068 6.7113299369812 -0.9998340010643 0 0 0.018193999305367	5A44												
5A45	23109	Electric Destruction	0x5a450109 20 -10 0.0049999998882413 1 0 0 0	5A45	21407	portalelectricdestruction	1969565713	Electric Destruction	0x565301A7 32.041 -6.76276 47.937 -0.999995 0 0 -0.0033248							
5A46	23110	Frost Ziggurat	0x5a460104 20 -20 0.0049999998882413 0.25777998566628 0 0 -0.96620398759842	5A46												
5A48	23112	Tusker Barracks	0x5A4801B5 40.000000 -170.000000 0.005000 1.000000 0.000000 0.000000 0.000000	5A48												
5A49	23113	Tusker Honeycombs	0x5a49029f 234.40699768066 0.12279500067234 0.0049999998882413 0.67855697870255 0 0 -0.73454701900482	5A49												
5A4A	23114	Tusker Pits	0x5a4a0275 83.361396789551 -140.06100463867 0.0049999998882413 -0.70653200149536 0 0 0.7076810002327	5A4A												
5B43	23363	Olthoi Arcade	5B43041A 80.00 -9.97 0.00 -0.00 0.00 0.00 -1.00	5B43												
5B44	23364	Olthoi Arcade Central	0x5b44013a 129.95399475098 -491.67300415039 -47.994998931885 -0.9982990026474 0 0 0.058301001787186	5B44												
5B45	23365	Virindi Complex (Entrance)	0x5b450314 30 -20 3.629909992218 0.99998998641968 0 0 0.0043882899917662	5B45												
5B45	23365	Virindi Complex (Puzzle Failure Drop)	0x5b450186 60 -230 -83.995002746582 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b45019b 120 -190 -83.995002746582 0.020795000717044 0 0 -0.99978399276733	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b4501b8 170 -260 -83.995002746582 0 0 0 -1	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b4501c9 200 -170 -83.995002746582 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b4501cb 200 -230 -83.995002746582 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b45020d 140 -100 -77.995002746582 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b450210 140 -150 -77.995002746582 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b45022d 200 -100 -77.995002746582 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b450241 220 -200 -77.995002746582 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle	0x5b45024e 270 -260 -78 1 0 0 0	5B45												
5B45	23365	Virindi Complex Portal Puzzle???	0x5b4501a6 130 -230 -83.995002746582 -0.0042037297971547 0 0 0.99999099969864	5B45												
5B46	23366	Tusker Cave	0x5b460100 70.045600891113 -94.159896850586 -41.994998931885 0.020795000717044 0 0 -0.99978399276733	5B46												
5B47	23367	Tusker Habitat	0x5b470177 46.82389831543 -6.5316700935364 0.0049999998882413 -0.9992949962616 0 0 0.037546001374722	5B47												
5B48	23368	Tusker Holding	0x5b480384 325.98001098633 -99.593399047852 0.0049999998882413 0.71442097425461 0 0 0.69971597194672	5B48												
5B49	23369	Plated Rifts	0x5b49027e 180.20799255371 -103.51599884033 0.0049999998882413 -0.079121001064777 0 0 -0.99686497449875	5B49												
5B4A	23370	Tusker Quarters	0x5b4a0210 148.55099487305 -1.8403899669647 0.0049999998882413 0.095649696886539 0 0 0.9954149723053	5B4A												
5C43	23619	Tusker Cavern	0x5c430272 90.221603393555 -136.36199951172 12.005000114441 1 0 0 0	5C43												
5C44	23620	Tusker Encampment	0x5c440159 139.94900512695 -86.20760345459 0.0049999998882413 1 0 0 0	5C44												
5C45	23621	Tusker Abode	0x5C450384 [325.980011 -99.593399 0.005000] 1.000000 0.000000 0.000000 0.000000	5C45												
5C46	23622	Tusker Gauntlet	0x5c4601c1 40.088001251221 -126.19599914551 0.0049999998882413 -1 0 0 0.00050004402874038	5C46												
5C47	23623	Tusker Grotto	0x5c470183 7.2215700149536 -179.77799987793 0.0049999998882413 1 0 0 0	5C47												
5C48	23624	Rampage Bluff	0x5c48011e 60.181701660156 -5.8978500366211 0.0049999998882413 -0.99981701374054 0 0 -0.019147900864482	5C48												
5C49	23625	Tusker Retreat	0x5c490138 89.842903137207 -116.37100219727 0.0049999998882413 1 0 0 0	5C49												
5C4A	23626	Tusker Temple (0.7N 68.1W)	0x5c4a02f9 160 -130 0.0049999998882413 1 0 0 0	5C4A												
5C4B	23627	Virindi Complex Part 2	0x5c4b0371 63.503898620605 -300.8039855957 0.0049999998882413 0.99879902601242 0 0 -0.048991899937391	5C4B												
5C4C	23628	Hizk Ri's Rewards Room	0x5c4c03a9 150 -20 0 -0.70710700750351 0 0 -0.70710700750351	5C4C												
5C4C	23628	Hizk Ri's Temple Entrance	0x5c4c039e 70 0 0.0049999998882413 0 0 0 -1	5C4C												
5C4D	23629	Hizk Ri's Well of Tears Dungeon (Level ??)	0x5c4d0605 70 -73.036003112793 0.0049999998882413 1 0 0 0	5C4D												
5C4E	23630	Hizk Ri's Well of Tears Dungeon (Level ??)	0x5c4e0605 70 -73.036003112793 0.0049999998882413 1 0 0 0	5C4E												
5C4F	23631	Hizk Ri's Well of Tears Dungeon (Level ??)	0x5c4f0605 70 -73.036003112793 0.0049999998882413 1 0 0 0	5C4F												
